slotID,date,doctorID,slotCode
20260119DR03314B,2026-01-19,DR033,14B
20260119DR03315A,2026-01-19,DR033,15A
20260119DR03316B,2026-01-19,DR033,16B
20260119DR0338A,2026-01-19,DR033,8A
20260119DR0339B,2026-01-19,DR033,9B
20260119DR03410A,2026-01-19,DR034,10A
20260119DR03410B,2026-01-19,DR034,10B
20260119DR03414A,2026-01-19,DR034,14A
20260119DR03414B,2026-01-19,DR034,14B
20260119DR03415A,2026-01-19,DR034,15A
20260119DR03415B,2026-01-19,DR034,15B
20260119DR03416A,2026-01-19,DR034,16A
20260119DR03416B,2026-01-19,DR034,16B
20260119DR0348A,2026-01-19,DR034,8A
20260119DR03510A,2026-01-19,DR035,10A
20260119DR03510B,2026-01-19,DR035,10B
20260119DR03511A,2026-01-19,DR035,11A
20260119DR03511B,2026-01-19,DR035,11B
20260119DR03514B,2026-01-19,DR035,14B
20260119DR03515A,2026-01-19,DR035,15A
20260119DR03515B,2026-01-19,DR035,15B
20260119DR03516A,2026-01-19,DR035,16A
20260119DR0358A,2026-01-19,DR035,8A
20260119DR0358B,2026-01-19,DR035,8B
20260119DR0359A,2026-01-19,DR035,9A
20260119DR03610A,2026-01-19,DR036,10A
20260119DR03611B,2026-01-19,DR036,11B
20260119DR03613A,2026-01-19,DR036,13A
20260119DR03614A,2026-01-19,DR036,14A
20260119DR03614B,2026-01-19,DR036,14B
20260119DR03615A,2026-01-19,DR036,15A
20260119DR03615B,2026-01-19,DR036,15B
20260119DR03616A,2026-01-19,DR036,16A
20260119DR03616B,2026-01-19,DR036,16B
20260119DR0368A,2026-01-19,DR036,8A
20260119DR0368B,2026-01-19,DR036,8B
20260119DR0369A,2026-01-19,DR036,9A
20260119DR03710A,2026-01-19,DR037,10A
20260119DR03710B,2026-01-19,DR037,10B
20260119DR03711A,2026-01-19,DR037,11A
20260119DR03711B,2026-01-19,DR037,11B
20260119DR03713A,2026-01-19,DR037,13A
20260119DR03713B,2026-01-19,DR037,13B
20260119DR03714A,2026-01-19,DR037,14A
20260119DR03714B,2026-01-19,DR037,14B
20260119DR03715A,2026-01-19,DR037,15A
20260119DR03715B,2026-01-19,DR037,15B
20260119DR03716A,2026-01-19,DR037,16A
20260119DR03716B,2026-01-19,DR037,16B
20260119DR0378A,2026-01-19,DR037,8A
20260119DR0378B,2026-01-19,DR037,8B
20260119DR0379A,2026-01-19,DR037,9A
20260119DR0379B,2026-01-19,DR037,9B
20260119DR03810A,2026-01-19,DR038,10A
20260119DR03810B,2026-01-19,DR038,10B
20260119DR03811B,2026-01-19,DR038,11B
20260119DR03813A,2026-01-19,DR038,13A
20260119DR03813B,2026-01-19,DR038,13B
20260119DR03814B,2026-01-19,DR038,14B
20260119DR03815B,2026-01-19,DR038,15B
20260119DR0388A,2026-01-19,DR038,8A
20260119DR0388B,2026-01-19,DR038,8B
20260119DR0389A,2026-01-19,DR038,9A
20260119DR0389B,2026-01-19,DR038,9B
20260119DR03910A,2026-01-19,DR039,10A
20260119DR03910B,2026-01-19,DR039,10B
20260119DR03911A,2026-01-19,DR039,11A
20260119DR03911B,2026-01-19,DR039,11B
20260119DR03913A,2026-01-19,DR039,13A
20260119DR03913B,2026-01-19,DR039,13B
20260119DR03914A,2026-01-19,DR039,14A
20260119DR03914B,2026-01-19,DR039,14B
20260119DR03915A,2026-01-19,DR039,15A
20260119DR03915B,2026-01-19,DR039,15B
20260119DR03916A,2026-01-19,DR039,16A
20260119DR03916B,2026-01-19,DR039,16B
20260119DR0398A,2026-01-19,DR039,8A
20260119DR0398B,2026-01-19,DR039,8B
20260119DR0399A,2026-01-19,DR039,9A
20260119DR0399B,2026-01-19,DR039,9B
20260119DR04010A,2026-01-19,DR040,10A
20260119DR04010B,2026-01-19,DR040,10B
20260119DR04011B,2026-01-19,DR040,11B
20260119DR04014A,2026-01-19,DR040,14A
20260119DR04014B,2026-01-19,DR040,14B
20260119DR04015A,2026-01-19,DR040,15A
20260119DR04015B,2026-01-19,DR040,15B
20260119DR04016A,2026-01-19,DR040,16A
20260119DR04016B,2026-01-19,DR040,16B
20260119DR04110A,2026-01-19,DR041,10A
20260119DR04110B,2026-01-19,DR041,10B
20260119DR04111A,2026-01-19,DR041,11A
20260119DR04111B,2026-01-19,DR041,11B
20260119DR04114A,2026-01-19,DR041,14A
20260119DR04114B,2026-01-19,DR041,14B
20260119DR04115A,2026-01-19,DR041,15A
20260119DR04116B,2026-01-19,DR041,16B
20260119DR0419A,2026-01-19,DR041,9A
20260119DR0419B,2026-01-19,DR041,9B
20260119DR04210B,2026-01-19,DR042,10B
20260119DR04211B,2026-01-19,DR042,11B
20260119DR04213A,2026-01-19,DR042,13A
20260119DR04214A,2026-01-19,DR042,14A
20260119DR04215B,2026-01-19,DR042,15B
20260119DR04216A,2026-01-19,DR042,16A
20260119DR04216B,2026-01-19,DR042,16B
20260119DR0428A,2026-01-19,DR042,8A
20260119DR0429B,2026-01-19,DR042,9B
20260119DR04310A,2026-01-19,DR043,10A
20260119DR04310B,2026-01-19,DR043,10B
20260119DR04311A,2026-01-19,DR043,11A
20260119DR04313A,2026-01-19,DR043,13A
20260119DR04313B,2026-01-19,DR043,13B
20260119DR04314A,2026-01-19,DR043,14A
20260119DR04314B,2026-01-19,DR043,14B
20260119DR04315A,2026-01-19,DR043,15A
20260119DR04315B,2026-01-19,DR043,15B
20260119DR0439A,2026-01-19,DR043,9A
20260119DR0439B,2026-01-19,DR043,9B
20260119DR04410A,2026-01-19,DR044,10A
20260119DR04410B,2026-01-19,DR044,10B
20260119DR04411A,2026-01-19,DR044,11A
20260119DR04411B,2026-01-19,DR044,11B
20260119DR04413A,2026-01-19,DR044,13A
20260119DR04413B,2026-01-19,DR044,13B
20260119DR04414A,2026-01-19,DR044,14A
20260119DR04414B,2026-01-19,DR044,14B
20260119DR04415A,2026-01-19,DR044,15A
20260119DR04415B,2026-01-19,DR044,15B
20260119DR04416A,2026-01-19,DR044,16A
20260119DR04416B,2026-01-19,DR044,16B
20260119DR0448A,2026-01-19,DR044,8A
20260119DR0448B,2026-01-19,DR044,8B
20260119DR0449A,2026-01-19,DR044,9A
20260119DR0449B,2026-01-19,DR044,9B
20260119DR04510A,2026-01-19,DR045,10A
20260119DR04511A,2026-01-19,DR045,11A
20260119DR04511B,2026-01-19,DR045,11B
20260119DR04513A,2026-01-19,DR045,13A
20260119DR04513B,2026-01-19,DR045,13B
20260119DR04515B,2026-01-19,DR045,15B
20260119DR04516A,2026-01-19,DR045,16A
20260119DR04516B,2026-01-19,DR045,16B
20260119DR0458A,2026-01-19,DR045,8A
20260119DR04611A,2026-01-19,DR046,11A
20260119DR04611B,2026-01-19,DR046,11B
20260119DR04613B,2026-01-19,DR046,13B
20260119DR04615A,2026-01-19,DR046,15A
20260119DR04615B,2026-01-19,DR046,15B
20260119DR04616A,2026-01-19,DR046,16A
20260119DR0468A,2026-01-19,DR046,8A
20260119DR0469A,2026-01-19,DR046,9A
20260119DR0469B,2026-01-19,DR046,9B
20260119DR04710A,2026-01-19,DR047,10A
20260119DR04710B,2026-01-19,DR047,10B
20260119DR04711A,2026-01-19,DR047,11A
20260119DR04714B,2026-01-19,DR047,14B
20260119DR04716A,2026-01-19,DR047,16A
20260119DR04716B,2026-01-19,DR047,16B
20260119DR0479A,2026-01-19,DR047,9A
20260119DR0479B,2026-01-19,DR047,9B
20260119DR04811A,2026-01-19,DR048,11A
20260119DR04811B,2026-01-19,DR048,11B
20260119DR04813A,2026-01-19,DR048,13A
20260119DR04813B,2026-01-19,DR048,13B
20260119DR04814A,2026-01-19,DR048,14A
20260119DR04814B,2026-01-19,DR048,14B
20260119DR04816A,2026-01-19,DR048,16A
20260119DR04816B,2026-01-19,DR048,16B
20260119DR0488A,2026-01-19,DR048,8A
20260119DR0488B,2026-01-19,DR048,8B
20260119DR0489A,2026-01-19,DR048,9A
20260119DR0489B,2026-01-19,DR048,9B
20260119DR04910A,2026-01-19,DR049,10A
20260119DR04910B,2026-01-19,DR049,10B
20260119DR04913A,2026-01-19,DR049,13A
20260119DR04914B,2026-01-19,DR049,14B
20260119DR04915B,2026-01-19,DR049,15B
20260119DR04916A,2026-01-19,DR049,16A
20260119DR04916B,2026-01-19,DR049,16B
20260119DR0498A,2026-01-19,DR049,8A
20260119DR0499A,2026-01-19,DR049,9A
20260119DR0499B,2026-01-19,DR049,9B
20260119DR05011B,2026-01-19,DR050,11B
20260119DR05014A,2026-01-19,DR050,14A
20260119DR05014B,2026-01-19,DR050,14B
20260119DR05015A,2026-01-19,DR050,15A
20260119DR05015B,2026-01-19,DR050,15B
20260119DR05016B,2026-01-19,DR050,16B
20260119DR0508A,2026-01-19,DR050,8A
20260119DR0508B,2026-01-19,DR050,8B
20260119DR0509B,2026-01-19,DR050,9B
20260119DR05110A,2026-01-19,DR051,10A
20260119DR05111B,2026-01-19,DR051,11B
20260119DR05113B,2026-01-19,DR051,13B
20260119DR05114A,2026-01-19,DR051,14A
20260119DR05115A,2026-01-19,DR051,15A
20260119DR05116A,2026-01-19,DR051,16A
20260119DR0518A,2026-01-19,DR051,8A
20260119DR0518B,2026-01-19,DR051,8B
20260119DR0519B,2026-01-19,DR051,9B
20260119DR05210A,2026-01-19,DR052,10A
20260119DR05210B,2026-01-19,DR052,10B
20260119DR05211B,2026-01-19,DR052,11B
20260119DR05213A,2026-01-19,DR052,13A
20260119DR05213B,2026-01-19,DR052,13B
20260119DR05215B,2026-01-19,DR052,15B
20260119DR05216A,2026-01-19,DR052,16A
20260119DR05216B,2026-01-19,DR052,16B
20260119DR0528A,2026-01-19,DR052,8A
20260119DR0528B,2026-01-19,DR052,8B
20260119DR0529A,2026-01-19,DR052,9A
20260119DR0529B,2026-01-19,DR052,9B
20260119DR05310A,2026-01-19,DR053,10A
20260119DR05310B,2026-01-19,DR053,10B
20260119DR05311A,2026-01-19,DR053,11A
20260119DR05311B,2026-01-19,DR053,11B
20260119DR05313A,2026-01-19,DR053,13A
20260119DR05313B,2026-01-19,DR053,13B
20260119DR05314A,2026-01-19,DR053,14A
20260119DR05314B,2026-01-19,DR053,14B
20260119DR05315A,2026-01-19,DR053,15A
20260119DR05315B,2026-01-19,DR053,15B
20260119DR05316A,2026-01-19,DR053,16A
20260119DR05316B,2026-01-19,DR053,16B
20260119DR0538A,2026-01-19,DR053,8A
20260119DR0538B,2026-01-19,DR053,8B
20260119DR0539A,2026-01-19,DR053,9A
20260119DR0539B,2026-01-19,DR053,9B
20260119DR05410A,2026-01-19,DR054,10A
20260119DR05410B,2026-01-19,DR054,10B
20260119DR05411A,2026-01-19,DR054,11A
20260119DR05413B,2026-01-19,DR054,13B
20260119DR05414A,2026-01-19,DR054,14A
20260119DR05414B,2026-01-19,DR054,14B
20260119DR05415A,2026-01-19,DR054,15A
20260119DR05415B,2026-01-19,DR054,15B
20260119DR05416A,2026-01-19,DR054,16A
20260119DR0549A,2026-01-19,DR054,9A
20260119DR0549B,2026-01-19,DR054,9B
20260119DR05510A,2026-01-19,DR055,10A
20260119DR05510B,2026-01-19,DR055,10B
20260119DR05511A,2026-01-19,DR055,11A
20260119DR05511B,2026-01-19,DR055,11B
20260119DR05513A,2026-01-19,DR055,13A
20260119DR05513B,2026-01-19,DR055,13B
20260119DR05514A,2026-01-19,DR055,14A
20260119DR05514B,2026-01-19,DR055,14B
20260119DR05515A,2026-01-19,DR055,15A
20260119DR05515B,2026-01-19,DR055,15B
20260119DR05516A,2026-01-19,DR055,16A
20260119DR05516B,2026-01-19,DR055,16B
20260119DR0558A,2026-01-19,DR055,8A
20260119DR0558B,2026-01-19,DR055,8B
20260119DR0559A,2026-01-19,DR055,9A
20260119DR0559B,2026-01-19,DR055,9B
20260119DR05610A,2026-01-19,DR056,10A
20260119DR05610B,2026-01-19,DR056,10B
20260119DR05611B,2026-01-19,DR056,11B
20260119DR05613A,2026-01-19,DR056,13A
20260119DR05613B,2026-01-19,DR056,13B
20260119DR05615A,2026-01-19,DR056,15A
20260119DR05616A,2026-01-19,DR056,16A
20260119DR05616B,2026-01-19,DR056,16B
20260119DR0568B,2026-01-19,DR056,8B
20260119DR0569A,2026-01-19,DR056,9A
20260119DR05710A,2026-01-19,DR057,10A
20260119DR05710B,2026-01-19,DR057,10B
20260119DR05711A,2026-01-19,DR057,11A
20260119DR05711B,2026-01-19,DR057,11B
20260119DR05713A,2026-01-19,DR057,13A
20260119DR05713B,2026-01-19,DR057,13B
20260119DR05714A,2026-01-19,DR057,14A
20260119DR05715A,2026-01-19,DR057,15A
20260119DR05715B,2026-01-19,DR057,15B
20260119DR05716A,2026-01-19,DR057,16A
20260119DR0579A,2026-01-19,DR057,9A
20260119DR05813B,2026-01-19,DR058,13B
20260119DR05815A,2026-01-19,DR058,15A
20260119DR05815B,2026-01-19,DR058,15B
20260119DR05816A,2026-01-19,DR058,16A
20260119DR05816B,2026-01-19,DR058,16B
20260119DR0588A,2026-01-19,DR058,8A
20260119DR0588B,2026-01-19,DR058,8B
20260119DR0589A,2026-01-19,DR058,9A
20260119DR05910A,2026-01-19,DR059,10A
20260119DR05910B,2026-01-19,DR059,10B
20260119DR05911A,2026-01-19,DR059,11A
20260119DR05914A,2026-01-19,DR059,14A
20260119DR0598A,2026-01-19,DR059,8A
20260119DR0598B,2026-01-19,DR059,8B
20260119DR0599A,2026-01-19,DR059,9A
20260119DR0599B,2026-01-19,DR059,9B
20260119DR06011A,2026-01-19,DR060,11A
20260119DR06011B,2026-01-19,DR060,11B
20260119DR06013A,2026-01-19,DR060,13A
20260119DR06014A,2026-01-19,DR060,14A
20260119DR06014B,2026-01-19,DR060,14B
20260119DR06016A,2026-01-19,DR060,16A
20260119DR0608B,2026-01-19,DR060,8B
20260119DR0609A,2026-01-19,DR060,9A
20260119DR0609B,2026-01-19,DR060,9B
20260119DR06110A,2026-01-19,DR061,10A
20260119DR06110B,2026-01-19,DR061,10B
20260119DR06111A,2026-01-19,DR061,11A
20260119DR06111B,2026-01-19,DR061,11B
20260119DR06113A,2026-01-19,DR061,13A
20260119DR06113B,2026-01-19,DR061,13B
20260119DR06114A,2026-01-19,DR061,14A
20260119DR06114B,2026-01-19,DR061,14B
20260119DR06115A,2026-01-19,DR061,15A
20260119DR06115B,2026-01-19,DR061,15B
20260119DR06116A,2026-01-19,DR061,16A
20260119DR06116B,2026-01-19,DR061,16B
20260119DR0618A,2026-01-19,DR061,8A
20260119DR0618B,2026-01-19,DR061,8B
20260119DR0619A,2026-01-19,DR061,9A
20260119DR0619B,2026-01-19,DR061,9B
20260119DR06210A,2026-01-19,DR062,10A
20260119DR06211A,2026-01-19,DR062,11A
20260119DR06211B,2026-01-19,DR062,11B
20260119DR06213A,2026-01-19,DR062,13A
20260119DR06214B,2026-01-19,DR062,14B
20260119DR06215A,2026-01-19,DR062,15A
20260119DR06215B,2026-01-19,DR062,15B
20260119DR0628A,2026-01-19,DR062,8A
20260119DR0628B,2026-01-19,DR062,8B
20260119DR0629B,2026-01-19,DR062,9B
20260119DR06310A,2026-01-19,DR063,10A
20260119DR06310B,2026-01-19,DR063,10B
20260119DR06314A,2026-01-19,DR063,14A
20260119DR06314B,2026-01-19,DR063,14B
20260119DR06315B,2026-01-19,DR063,15B
20260119DR06316A,2026-01-19,DR063,16A
20260119DR06316B,2026-01-19,DR063,16B
20260119DR0638A,2026-01-19,DR063,8A
20260119DR0638B,2026-01-19,DR063,8B
20260119DR0639B,2026-01-19,DR063,9B
20260119DR06410B,2026-01-19,DR064,10B
20260119DR06411B,2026-01-19,DR064,11B
20260119DR06413A,2026-01-19,DR064,13A
20260119DR06413B,2026-01-19,DR064,13B
20260119DR06414A,2026-01-19,DR064,14A
20260119DR06414B,2026-01-19,DR064,14B
20260119DR0649A,2026-01-19,DR064,9A
20260119DR0649B,2026-01-19,DR064,9B
20260119DR06510A,2026-01-19,DR065,10A
20260119DR06511B,2026-01-19,DR065,11B
20260119DR06513B,2026-01-19,DR065,13B
20260119DR06514B,2026-01-19,DR065,14B
20260119DR06516B,2026-01-19,DR065,16B
20260119DR0658A,2026-01-19,DR065,8A
20260119DR0658B,2026-01-19,DR065,8B
20260119DR0659A,2026-01-19,DR065,9A
20260119DR06611B,2026-01-19,DR066,11B
20260119DR06613A,2026-01-19,DR066,13A
20260119DR06613B,2026-01-19,DR066,13B
20260119DR06614A,2026-01-19,DR066,14A
20260119DR06614B,2026-01-19,DR066,14B
20260119DR06615B,2026-01-19,DR066,15B
20260119DR0668A,2026-01-19,DR066,8A
20260119DR0669A,2026-01-19,DR066,9A
20260119DR0669B,2026-01-19,DR066,9B
20260119DR06710A,2026-01-19,DR067,10A
20260119DR06710B,2026-01-19,DR067,10B
20260119DR06713A,2026-01-19,DR067,13A
20260119DR06713B,2026-01-19,DR067,13B
20260119DR06714B,2026-01-19,DR067,14B
20260119DR06716A,2026-01-19,DR067,16A
20260119DR0678A,2026-01-19,DR067,8A
20260119DR0678B,2026-01-19,DR067,8B
20260119DR06811A,2026-01-19,DR068,11A
20260119DR06814A,2026-01-19,DR068,14A
20260119DR06814B,2026-01-19,DR068,14B
20260119DR06815B,2026-01-19,DR068,15B
20260119DR06816B,2026-01-19,DR068,16B
20260119DR0688A,2026-01-19,DR068,8A
20260119DR0689A,2026-01-19,DR068,9A
20260119DR0689B,2026-01-19,DR068,9B
20260119DR06910B,2026-01-19,DR069,10B
20260119DR06911A,2026-01-19,DR069,11A
20260119DR06911B,2026-01-19,DR069,11B
20260119DR06914A,2026-01-19,DR069,14A
20260119DR06914B,2026-01-19,DR069,14B
20260119DR06915A,2026-01-19,DR069,15A
20260119DR06916A,2026-01-19,DR069,16A
20260119DR0698A,2026-01-19,DR069,8A
20260119DR07010A,2026-01-19,DR070,10A
20260119DR07011A,2026-01-19,DR070,11A
20260119DR07011B,2026-01-19,DR070,11B
20260119DR07013B,2026-01-19,DR070,13B
20260119DR07014A,2026-01-19,DR070,14A
20260119DR0708A,2026-01-19,DR070,8A
20260119DR0708B,2026-01-19,DR070,8B
20260119DR0709A,2026-01-19,DR070,9A
20260119DR0709B,2026-01-19,DR070,9B
20260119DR07110B,2026-01-19,DR071,10B
20260119DR07111A,2026-01-19,DR071,11A
20260119DR07111B,2026-01-19,DR071,11B
20260119DR07113A,2026-01-19,DR071,13A
20260119DR07113B,2026-01-19,DR071,13B
20260119DR07114A,2026-01-19,DR071,14A
20260119DR07114B,2026-01-19,DR071,14B
20260119DR07116B,2026-01-19,DR071,16B
20260119DR0718A,2026-01-19,DR071,8A
20260119DR0718B,2026-01-19,DR071,8B
20260119DR0719B,2026-01-19,DR071,9B
20260119DR07210B,2026-01-19,DR072,10B
20260119DR07211A,2026-01-19,DR072,11A
20260119DR07213B,2026-01-19,DR072,13B
20260119DR07214B,2026-01-19,DR072,14B
20260119DR07215A,2026-01-19,DR072,15A
20260119DR07215B,2026-01-19,DR072,15B
20260119DR07216A,2026-01-19,DR072,16A
20260119DR07216B,2026-01-19,DR072,16B
20260119DR0728A,2026-01-19,DR072,8A
20260119DR0728B,2026-01-19,DR072,8B
20260119DR0729A,2026-01-19,DR072,9A
20260119DR0729B,2026-01-19,DR072,9B
20260119DR07310A,2026-01-19,DR073,10A
20260119DR07310B,2026-01-19,DR073,10B
20260119DR07311B,2026-01-19,DR073,11B
20260119DR07313A,2026-01-19,DR073,13A
20260119DR07313B,2026-01-19,DR073,13B
20260119DR07314A,2026-01-19,DR073,14A
20260119DR0738A,2026-01-19,DR073,8A
20260119DR0738B,2026-01-19,DR073,8B
20260119DR0739A,2026-01-19,DR073,9A
20260119DR0739B,2026-01-19,DR073,9B
20260119DR07410A,2026-01-19,DR074,10A
20260119DR07411A,2026-01-19,DR074,11A
20260119DR07411B,2026-01-19,DR074,11B
20260119DR07413A,2026-01-19,DR074,13A
20260119DR07415A,2026-01-19,DR074,15A
20260119DR0748A,2026-01-19,DR074,8A
20260119DR0748B,2026-01-19,DR074,8B
20260119DR0749A,2026-01-19,DR074,9A
20260119DR07510A,2026-01-19,DR075,10A
20260119DR07510B,2026-01-19,DR075,10B
20260119DR07511A,2026-01-19,DR075,11A
20260119DR07514A,2026-01-19,DR075,14A
20260119DR07514B,2026-01-19,DR075,14B
20260119DR07516A,2026-01-19,DR075,16A
20260119DR07516B,2026-01-19,DR075,16B
20260119DR0758B,2026-01-19,DR075,8B
20260119DR07610A,2026-01-19,DR076,10A
20260119DR07610B,2026-01-19,DR076,10B
20260119DR07613B,2026-01-19,DR076,13B
20260119DR07614A,2026-01-19,DR076,14A
20260119DR07614B,2026-01-19,DR076,14B
20260119DR07615A,2026-01-19,DR076,15A
20260119DR07616A,2026-01-19,DR076,16A
20260119DR07616B,2026-01-19,DR076,16B
20260119DR0768B,2026-01-19,DR076,8B
20260119DR0769A,2026-01-19,DR076,9A
20260119DR07710A,2026-01-19,DR077,10A
20260119DR07710B,2026-01-19,DR077,10B
20260119DR07711A,2026-01-19,DR077,11A
20260119DR07711B,2026-01-19,DR077,11B
20260119DR07713A,2026-01-19,DR077,13A
20260119DR07713B,2026-01-19,DR077,13B
20260119DR07714A,2026-01-19,DR077,14A
20260119DR07714B,2026-01-19,DR077,14B
20260119DR07715A,2026-01-19,DR077,15A
20260119DR07715B,2026-01-19,DR077,15B
20260119DR07716A,2026-01-19,DR077,16A
20260119DR07716B,2026-01-19,DR077,16B
20260119DR0778A,2026-01-19,DR077,8A
20260119DR0778B,2026-01-19,DR077,8B
20260119DR0779A,2026-01-19,DR077,9A
20260119DR0779B,2026-01-19,DR077,9B
20260119DR07810A,2026-01-19,DR078,10A
20260119DR07810B,2026-01-19,DR078,10B
20260119DR07811A,2026-01-19,DR078,11A
20260119DR07813A,2026-01-19,DR078,13A
20260119DR07814A,2026-01-19,DR078,14A
20260119DR07814B,2026-01-19,DR078,14B
20260119DR07816A,2026-01-19,DR078,16A
20260119DR07816B,2026-01-19,DR078,16B
20260119DR0788A,2026-01-19,DR078,8A
20260119DR0789A,2026-01-19,DR078,9A
20260119DR0789B,2026-01-19,DR078,9B
20260119DR07910B,2026-01-19,DR079,10B
20260119DR07911B,2026-01-19,DR079,11B
20260119DR07913A,2026-01-19,DR079,13A
20260119DR07913B,2026-01-19,DR079,13B
20260119DR07914A,2026-01-19,DR079,14A
20260119DR07914B,2026-01-19,DR079,14B
20260119DR07915A,2026-01-19,DR079,15A
20260119DR07915B,2026-01-19,DR079,15B
20260119DR07916A,2026-01-19,DR079,16A
20260119DR07916B,2026-01-19,DR079,16B
20260119DR0798A,2026-01-19,DR079,8A
20260119DR0798B,2026-01-19,DR079,8B
20260119DR08010B,2026-01-19,DR080,10B
20260119DR08011B,2026-01-19,DR080,11B
20260119DR08013A,2026-01-19,DR080,13A
20260119DR08014A,2026-01-19,DR080,14A
20260119DR08014B,2026-01-19,DR080,14B
20260119DR08015B,2026-01-19,DR080,15B
20260119DR08016A,2026-01-19,DR080,16A
20260119DR0808B,2026-01-19,DR080,8B
20260119DR08110A,2026-01-19,DR081,10A
20260119DR08110B,2026-01-19,DR081,10B
20260119DR08111A,2026-01-19,DR081,11A
20260119DR08111B,2026-01-19,DR081,11B
20260119DR08113B,2026-01-19,DR081,13B
20260119DR08115B,2026-01-19,DR081,15B
20260119DR08116B,2026-01-19,DR081,16B
20260119DR0818A,2026-01-19,DR081,8A
20260119DR0818B,2026-01-19,DR081,8B
20260119DR0819B,2026-01-19,DR081,9B
20260119DR08210A,2026-01-19,DR082,10A
20260119DR08210B,2026-01-19,DR082,10B
20260119DR08211A,2026-01-19,DR082,11A
20260119DR08211B,2026-01-19,DR082,11B
20260119DR08213A,2026-01-19,DR082,13A
20260119DR08213B,2026-01-19,DR082,13B
20260119DR08214A,2026-01-19,DR082,14A
20260119DR08214B,2026-01-19,DR082,14B
20260119DR08215A,2026-01-19,DR082,15A
20260119DR08215B,2026-01-19,DR082,15B
20260119DR08216A,2026-01-19,DR082,16A
20260119DR08216B,2026-01-19,DR082,16B
20260119DR0828A,2026-01-19,DR082,8A
20260119DR0828B,2026-01-19,DR082,8B
20260119DR0829A,2026-01-19,DR082,9A
20260119DR0829B,2026-01-19,DR082,9B
20260119DR08313A,2026-01-19,DR083,13A
20260119DR08313B,2026-01-19,DR083,13B
20260119DR08314B,2026-01-19,DR083,14B
20260119DR08315A,2026-01-19,DR083,15A
20260119DR08315B,2026-01-19,DR083,15B
20260119DR08316A,2026-01-19,DR083,16A
20260119DR08316B,2026-01-19,DR083,16B
20260119DR0839A,2026-01-19,DR083,9A
20260119DR0839B,2026-01-19,DR083,9B
20260119DR08410B,2026-01-19,DR084,10B
20260119DR08411B,2026-01-19,DR084,11B
20260119DR08413A,2026-01-19,DR084,13A
20260119DR08414A,2026-01-19,DR084,14A
20260119DR08415A,2026-01-19,DR084,15A
20260119DR08415B,2026-01-19,DR084,15B
20260119DR0848B,2026-01-19,DR084,8B
20260119DR0849B,2026-01-19,DR084,9B
20260119DR08510A,2026-01-19,DR085,10A
20260119DR08510B,2026-01-19,DR085,10B
20260119DR08511A,2026-01-19,DR085,11A
20260119DR08511B,2026-01-19,DR085,11B
20260119DR08513A,2026-01-19,DR085,13A
20260119DR08513B,2026-01-19,DR085,13B
20260119DR08515B,2026-01-19,DR085,15B
20260119DR08516A,2026-01-19,DR085,16A
20260119DR0858A,2026-01-19,DR085,8A
20260119DR0858B,2026-01-19,DR085,8B
20260119DR08610A,2026-01-19,DR086,10A
20260119DR08610B,2026-01-19,DR086,10B
20260119DR08611A,2026-01-19,DR086,11A
20260119DR08611B,2026-01-19,DR086,11B
20260119DR08613B,2026-01-19,DR086,13B
20260119DR08614A,2026-01-19,DR086,14A
20260119DR08615A,2026-01-19,DR086,15A
20260119DR08615B,2026-01-19,DR086,15B
20260119DR08616A,2026-01-19,DR086,16A
20260119DR08616B,2026-01-19,DR086,16B
20260119DR0868A,2026-01-19,DR086,8A
20260119DR08710A,2026-01-19,DR087,10A
20260119DR08710B,2026-01-19,DR087,10B
20260119DR08711A,2026-01-19,DR087,11A
20260119DR08711B,2026-01-19,DR087,11B
20260119DR08713A,2026-01-19,DR087,13A
20260119DR08713B,2026-01-19,DR087,13B
20260119DR08714A,2026-01-19,DR087,14A
20260119DR08714B,2026-01-19,DR087,14B
20260119DR08715B,2026-01-19,DR087,15B
20260119DR08716B,2026-01-19,DR087,16B
20260119DR0879A,2026-01-19,DR087,9A
20260119DR0879B,2026-01-19,DR087,9B
20260119DR08810A,2026-01-19,DR088,10A
20260119DR08810B,2026-01-19,DR088,10B
20260119DR08813A,2026-01-19,DR088,13A
20260119DR08814A,2026-01-19,DR088,14A
20260119DR08814B,2026-01-19,DR088,14B
20260119DR0888B,2026-01-19,DR088,8B
20260119DR0889A,2026-01-19,DR088,9A
20260119DR0889B,2026-01-19,DR088,9B
20260119DR08910A,2026-01-19,DR089,10A
20260119DR08911A,2026-01-19,DR089,11A
20260119DR08911B,2026-01-19,DR089,11B
20260119DR08913B,2026-01-19,DR089,13B
20260119DR08914A,2026-01-19,DR089,14A
20260119DR08914B,2026-01-19,DR089,14B
20260119DR08915A,2026-01-19,DR089,15A
20260119DR08916B,2026-01-19,DR089,16B
20260119DR0898A,2026-01-19,DR089,8A
20260119DR0899A,2026-01-19,DR089,9A
20260119DR0899B,2026-01-19,DR089,9B
20260119DR09010A,2026-01-19,DR090,10A
20260119DR09010B,2026-01-19,DR090,10B
20260119DR09011B,2026-01-19,DR090,11B
20260119DR09013A,2026-01-19,DR090,13A
20260119DR09013B,2026-01-19,DR090,13B
20260119DR09014A,2026-01-19,DR090,14A
20260119DR09014B,2026-01-19,DR090,14B
20260119DR09015A,2026-01-19,DR090,15A
20260119DR09016B,2026-01-19,DR090,16B
20260119DR0908A,2026-01-19,DR090,8A
20260119DR0909A,2026-01-19,DR090,9A
